"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"1545264","2015-05-15 02:19:58","1304698","3.1100","186","87","E","5","<p>The glutamate hypothesis of schizophrenia attributes the symptoms of the disease to hypofunctioning of which glutamate receptor?</p>","<p>AMPA receptors</p>","<p>Cannabinoid receptors</p>","<p>D<sub>1</sub> receptors</p>","<p>Kainate receptors</p>","<p>NMDA receptors</p>","<p>AMPA, Kainate and NMDA receptors are all receptors for glutamate, but it is hypofunctioning of the&nbsp;<strong>NMDA receptors&nbsp;</strong>that has been linked to the symptoms of schizophrenia.&nbsp;</p><p>&nbsp;</p><p>Cannabinoid receptors are receptors for endocannabinoids, plant cannabinoids and synthetic cannabinoids.</p><p>&nbsp;</p><p>D<sub>1</sub> receptors are receptors for dopamine.</p>","Neurotransmitters, Case 12, Psychiatry"
"1545290","2015-05-15 02:31:20","1302520","3.1900","117","59","C","5","<p>Whilst on placement in the acute admissions unit you examine a 25 year old patient who was admitted with a fever the night before. Upon examination you notice the following on their hands (see<em> figure 1</em>). What do you suspect this patient may have?</p><p>&nbsp;</p><p><em>Figure 1</em></p><p><img src=""http://medicalpicturesinfo.com/wp-content/uploads/2011/09/Janeway-lesion-1.jpg"" alt="""" width=""400"" height=""300"" /></p>","<p>Rheumatoid arthritis&nbsp;</p>","<p>Varicella zoster infection&nbsp;</p>","<p>Infective endocarditis&nbsp;</p>","<p>Gout</p>","<p>Kaposi's sarcoma</p>","<p>The image is of Janeway's lesions which are a clinical sign that indicates presence of infective endocarditis. Osler's nodes (which look similar) and splinter haemorrhages may also be present. Fever is almost always present in infective endocarditis patients.</p>","ISCE"
"1545339","2015-05-15 02:52:54","1303523","3.2000","226","102","B","5","<p>Which of the following statements about insulin is incorrect?</p>","<p>Insulin decreases lipolysis and gluconeogenesis</p>","<p>Insulin release can only be stimulated by glucose</p>","<p>Insulin causes an increase in GLUT-4 transporters in the cell membranes of fat and muscle cells</p>","<p>Insulin increases potassium uptake into cells</p>","<p>Following a meal, insulin is released in a non-continuous pulsatile fashion</p>","<p>The answer is B - insulin release can be stimulated by many substances other than insulin - e.g. arginine, leucine and mannose.</p><p>&nbsp;</p><p>A is correct as insulin decreases lipolysis and gluconeogenesis, promoting a decrease in blood glucose levels.</p><p>C is correct as insulin upregulates the expression of GLUT-4 in the cell membranes of muscle and fat cells. This promotes glucose uptake into these tissues and decreases blood glucose concentration.</p><p>D is correct as insulin upregulates the expression of Na+/K+ATPase on the cell membrane in muscle cells, leading to an increase in intracellular potassium levels.</p><p>E is correct as the rate of insulin release oscillates every 3-6 minutes following a meal.&nbsp;</p>","Diabetes, Endocrine, Case 10, Gastrointestinal System, Case 17"
"1545386","2015-05-15 03:08:47","1303523","3.1100","215","101","D","5","<p>Which transporter present on the apical membrane is responsible for the majority of glucose re-absorption in the kidneys?</p>","<p>GLUT-1</p>","<p>SGLT1</p>","<p>GLUT-2</p>","<p>SGLT-2</p>","<p>GLUT-3</p>","<p>The answer is D - the majority of glucose re-absorption occurs in the proximal tubule, coupled to sodium via SGLT-2. It accounts for around 90% of glucose re-absorption.</p><p>GLUT-1 and GLUT-2 are both found on the basolateral membrane of cells in the proximal tubule.</p><p>SGLT-1 is also found on the apical membrane but is responsible for only a small amount of glucose re-absorption.</p><p>&nbsp;</p>","Kidney, Case 10, Case 17"
"1545414","2015-05-15 03:34:15","1300532","3.3000","222","99","D","5","<p>Sam is a 12 year old boy who is brought to the GP by his mum. Sam hasn't been doing very well at school recently, which his mum says is ""out of character"". He has also stopped playing football for his local team and his mum says he spends all his time in his room as doesn't want to meet up with his friends or ever go and do anything.The other week, Sam ran away from home. He says this is because he feels his parents don't love him as he's not as clever as his older brother.&nbsp;</p><p>&nbsp;</p><p>What is the best medication to prescribe for Sam?</p><p>&nbsp;</p>","<p>Lithium</p>","<p>Isoniazid</p>","<p>Citalopram</p>","<p>Fluoxetine</p>","<p>Venlafaxine</p>","<p>D is the correct answer.&nbsp;</p><p>Sam has depression. This commonly presents in children with things such as poor performance at school, running away from home, social withdrawal, bad behaviour, boredom and insomnia. Younger children may be tearful and sad and slightly older children can feel unloved and treated unfairly. Teenagers often present with the feelings of guilt seen in adults.</p><p>Mood is much more variable in children and they are more likely to have mood swings, rather than consistent low mood.&nbsp;</p><p>&nbsp;</p><p>The only antidepressant licensed for use in children is Fluoxetine - other antidepressants such as SSRIs and SNRIs have been found to increase the risk of suicidal behaviour and self harm in patients under the age of 25 and should NOT be given to children or adolescents.</p><p>An antidepressant in children should only be prescribed in combination with psychological therapy.</p>","Case 12, Pharmacology, Psychiatry"
"1545477","2015-05-15 04:00:29","1302520","3.0400","169","80","A","5","<p>A certain fictional doctor (see figure 1) is extremely insecure about their giant Adam's apple. What is the Adam's apple formed from?</p><p>&nbsp;</p><p><em>Figure 1<br /><img src=""https://alexraphael.files.wordpress.com/2015/02/jd.jpg"" alt="""" width=""387"" height=""258"" /><br /></em></p>","<p>Thyroid cartilage</p>","<p>Hyoid bone</p>","<p>Arytenoid cartilage</p>","<p>Cricoid cartilage</p>","<p>Epiglottis</p>","<p>The Adam's apple is known anatomically as the laryngeal prominence and is formed from a raised midline part of the thyroid cartilage as shown below:</p><p><img src=""http://o.quizlet.com/Uq.BtcmAWtbFA-6HraaH.A_m.jpg"" alt="""" width=""294"" height=""267"" /></p><p>&nbsp;</p><p>Reference: Scrubs, season 4 episode 4 - ""My first kill""&nbsp;</p>","Scrubs, Case 16, Head and Neck"
"1545480","2015-05-15 04:00:51","1303523","3.3200","228","104","B","5","<p>A 70 year old diabetic patient visits her GP complaining of a tingling sensation in both feet. Before diagnosing diabetic neuropathy, the GP should rule out any other possible causes of peripheral neuropathy. Which of the following is NOT a common cause of peripheral neuropathy?</p>","<p>Vasculitis</p>","<p>Hyperthyroidism</p>","<p>Guillain-Barre syndrome</p>","<p>Vitamin B12 deficiency</p>","<p>Varicella-Zoster virus infection</p>","<p>The answer is B - Hyperthyroidism does not typically cause peripheral neuropathy. HYPOthyroidism however does present with peripheral neuropathy.</p><p>Vasculitis is inflammation of blood vessels and can cause neuropathy.</p><p>Guillain-Barre syndrome is an autoimmune disease which attacks nerve roots and peripheral nerves.</p><p>B12 deficiency can cause neuropathy.</p><p>Varicella-Zoster virus causes shingles which can present with burning/tingling in the extremities.</p><p>&nbsp;</p><p>I doubt we need to know the causes of peripheral neuropathy in detail, but it's probably worth knowing some of the main causes other from diabetes.</p>","Nerves, Case 10, Peripheral nerve, Case 17"
"1545563","2015-05-15 04:41:31","1300114","3.1200","199","91","B","5","<p>Which of the following statements regarding GLP-1 is&nbsp;<em>incorrect?<br /></em></p>","<p>It is secreted in response to carbohydrates in the intestine</p>","<p>Secreted by K cells in the intestine</p>","<p>GLP-1 increases Beta-cell proliferation&nbsp;</p>","<p>GLP-1 reduces the rate of Gastric Emptying&nbsp;</p>","<p>GLP-1 increases insulin secretion by increasing the expression of GLUT-2 and Glucokinase within the Beta-cells</p>","<p>B is <strong>incorrect</strong>&nbsp;- it is secreted by the L cells in the ileum (small numbers of cells in the duodenum and jejunum) in the response to the presences of carbohydrates, proteins and lipids.&nbsp;</p><p>&nbsp;</p><p>GLP-1 is a effective incretin as it stimulates the proliferation of the beta-cells as well as preventing apoptosis of the cell mass. Furthermore it stimulates insulin secretion from the B-cells by increasing the expression of GLUT-2 transporters and the glucokinase enzyme. This means that the cells are more sensitive to the glucose.&nbsp;</p><p>&nbsp;</p><p>Other functions of GLP-1 including reducing the rate of gastric emptying as well as reducing the acid secretion in the stomach. It also has increases satiety in the brain (you feel full), in addition to increasing insulin sensitivity in peripheral tissues.&nbsp;</p><p>&nbsp;</p>","Diabetes, Case 10, Case 17"
"1545581","2015-05-15 04:51:44","1303523","3.1200","168","82","E","5","<p>Which of the following would not be used in the diagnosis of metabolic syndrome in a 54 year old Caucasian male?</p>","<p>A large waist line of more than 40 inches</p>","<p>A low serum HDL cholesterol level of less than 40mg/dL</p>","<p>A high fasting glucose level of more than 100mg/dL</p>","<p>A high blood pressure of more than 130/85mmHg</p>","<p>An age of more than 40 years old</p>","<p>The answer is E - although the incidence of metabolic syndrome increases with age, it is not a factor that would be used to diagnose metabolic syndrome.</p><p>The other options are all factors that could be used to diagnose metabolic syndrome.</p>","Risk Factors, Diabetes, Case 17"
"1545598","2015-05-15 05:07:48","1300114","2.8600","102","57","C","5","<p>John, a 20 year old male, comes for a routine appointment and it is found that his blood pressure is abnormally high. You see that he is very concerned and appears very anxious. What would the most appropriate initial step be?</p><p>&nbsp;</p>","<p>Prescribe Ramapril</p>","<p>Prescribe a statin&nbsp;</p>","<p>24-hour ambulatory blood pressure monitoring</p>","<p>Do nothing</p>","<p>Ask him to return to see you in a week.</p>","<p>The reading is abnormally high so both D and E wouldn't be suitable as it should be investigated.&nbsp;</p><p>Statin's are prescribed in response to&nbsp;Hypercholesterolemia and wouldn't be prescribed for hypertension.&nbsp;</p><p>Ramiprill - an ACE inhibitor used to treat hypertension&nbsp;</p><p>Blood pressure monitoring - as the individual is very anxious there is a high chance that the blood pressure could be high due to 'white coat effect' and this would be making the blood pressure look higher than it would do normally. This monitoring would mean that you could check his blood pressure over a 24 hour period to get an accurate reading for his blood pressure.&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","Hypertension"
"1545631","2015-05-15 05:28:52","1303523","3.3100","195","85","B","5","<p>Which type of drug, used to treat type 2 diabetes, works by inhibiting the breakdown of GLP-1 and GIP?</p>","<p>Sulphonylureas</p>","<p>DPP-4 inhibitors</p>","<p>Thiazolidinediones</p>","<p>Alpha glucosidase inhibitors</p>","<p>Incretin mimetics</p>","<p>The answer is B - DPP-4 inhibitors inhibit an enzyme called dipeptidyl peptidase-4 which breaks down GLP-1 and GIP. This has the effect of increasing insulin production and lowering blood glucose levels.</p><p>&nbsp;</p><p>Sulphonylureas increase insulin production by binding to specific sulphonylurea receptors on pancreatic beta cells.</p><p>Thiazolidinediones act by increasing the expression of GLUT-4, which increases insulin sensitivity in muscle and fat cells.</p><p>Alpha glucosidase inhibitors are saccharides that act as competitive inhibitors of the enzymes needed to digest carbohydrates.</p><p>Incretin mimetics are agents that act like GLP-1 and GIP and increase insulin secretion from beta cells.</p>","Diabetes, Gastrointestinal System, Case 17, Pharmacology, Hormones"
"1545653","2015-05-15 05:39:27","1300405","3.1200","199","93","D","5","<p>Leydig cells produce which of the following?</p>","<p>FSH</p>","<p>Inhibin B</p>","<p>LH</p>","<p>Testosterone</p>","<p>TSH</p>","<p>LH stimulates leydig cells which produce testosterone</p><p>inhibin b is produced by sertoli cells</p><p>FSH stimulates sertoli cells</p><p>TSH is synthesized by thyrotrophs in the anterior pituitary</p>","Endocrine, endocrinology, Case 7"
"1545694","2015-05-15 05:59:06","1300405","3.1900","129","62","E","5","<p>Aldosterone has which of the following effects?</p>","<p>Acts on the DCT increasing H+ and waterreabsorption and K+ excretion</p>","<p>Acts on the PCT&nbsp;increasing H+ and water reabsorption and K+ excretion</p>","<p>Acts on the DCT increasing Na+, H+ and water reabsorption and K+ excretion</p>","<p>Acts on the loop on Henley increasing H+ and water reabsorption and K+ excretion&nbsp;</p>","<p>Acts on the DCT and collecting duct increasing Na+ and water reabsorption and K+ and H+ excretion</p>","<p>aldosterone acts on the DCT and collecting duct leading to reabsorption of sodium ions in exchange for potassium and hydrogen ions, water is also reabsorbed and blood volume and pressure increase. Aldosterone acts on the nucleus via an intracellular receptor upregulating the expression of genes in the DCT and collecting duct associate with ion transport proteins</p>","Biochemistry, Endocrine, Physiology, endocrinology, Hormones"
"1545727","2015-05-15 06:19:27","1300405","3.0100","180","90","D","5","<p>Ovulation occurs on what day of the typical 28 day menstrual cycle?</p>","<p>8</p>","<p>10</p>","<p>12</p>","<p>14</p>","<p>15</p>","<p>Ovulation typically occurs around day 14 following a large LH surge.&nbsp;</p>","Case 8, Endocrine, Year 1 Revision, endocrinology, Hormones"
"1545744","2015-05-15 05:45:40","c1300305","2.3700","190","95","D","4","<p>What makes intraglomerular mesangial cells unique among phagocytotic cells?</p>","<p>Their nuclei are monolobular.</p>","<p>They are resident in tissue and do not circulate.</p>","<p>The phagocytose fragments of cells that have undergone apoptosis</p>","<p>The are derived from smooth muscle cells</p>","","<p>Intraglomerular mesangial cells are from smooth muscle cells. They are found in the basement membrane of glomerular capillaries. As well as aiding the regulation of blood flow through the glomerular capillaries, they aid neutrophils in phagocytose basal lamina and Ig components as well as other apoptotic mesangial cells.</p>","Immunology, Kidney, Case 15"
"1545751","2015-05-15 06:30:37","1300405","3.1700","187","88","D","5","<p>A 17 year old female present to the GP concerned that she has not yet had her first period. This can be best described by which of the following terms?</p>","<p>Amenorrhoea</p>","<p>Dysmenorrhoea</p>","<p>Menorrhagia</p>","<p>Primary amenorrhoea</p>","<p>Secondary amenorrhoea</p>","<p>A. amenorrhoea is when menstruation has not occurred within the last 6 months (this is normal before puberty, during pregnancy and after the menopause), if menstruation has not occurred in the last 42 days it is referred to as oligomenorrhoea</p><p>B. Dysmenorrhoea is associated with painful menstrual periods</p><p>C. Menorrhagia is excessive menstrual bleeding</p><p>D. primary amenorrhoea is when a girl fails to menstruate by 16 years of age</p><p>E seconday amenorrhoea is when a women who has begun menstruating has not done so in the previous 6 months common causes include:</p><ul><li>weight loss (35%0</li><li>polycystic ovaries (25%)</li><li>pituitary insensitivities (15%)</li><li>hyperprolactinaemia (15%)</li><li>primary ovarian failure (5%)</li></ul><p>&nbsp;</p>","Diet, Endocrine, endocrinology, Hormones, Case 7"
"1545806","2015-05-15 07:03:49","1300463","3.0600","125","63","D","5","<p>Deficiency of which vitamin, a cofactor for the Link Reaction, can be caused by malnutrition in alcohol misuse?</p>","<p>&nbsp;Ascorbic acid (C)</p>","<p>Folic acid (B9)</p>","<p>Riboflavin (B2)</p>","<p>Thiamine (B1)</p>","<p>Vitamin K</p>","<p>Thiamine deficiency as a purely nutritional deficit normally results in the condition known as&nbsp;<strong>Beri Beri&nbsp;</strong>(divided into wet and dry forms), which is now only present in the poorest parts of South East Asia where only rice is consumed. &nbsp;Occasionally alcohol-dependence can cause wet beri beri, but more commonly the&nbsp;<strong>Wernicke-Korsakoff Syndrome</strong> develops, which involves central neurological and psychiatric features. &nbsp;Urgent treatment with thiamine and glucose may make it reversible but it becomes irreversible with time.</p><p>&nbsp;</p><p>Thiamine Pyrophosphate is a cofactor for the link reaction - Pyruvate to Acetyl CoA by pyruvate dehydrogenase</p><p>&nbsp;</p><p>Source: Kumar and Clark's Clinical Medicine</p>","Biochemistry, Nutrition, Year 1 Revision"
"1545815","2015-05-15 07:11:27","1300405","3.1400","151","77","C","5","<p>Which of the following signs would you most likely expect to find in a patient suffering from secondary hyperaldosteronism?</p>","<p>Acidosis</p>","<p>Hyperkalaemia</p>","<p>Hypertension</p>","<p>Hyperprolactinaemia</p>","<p>Hypotensive shock</p>","<p>Aldosterone leads to sodium and water retention and potassium and hydrogen ion secretion, therefore you would expect to see:</p><ul><li><strong>hypertension&nbsp;</strong></li><li><strong>hypo</strong>kalaemia&nbsp;</li><li>alkalosis</li><li>polyuria and polydipsia</li><li>normal/high end normal sodium</li></ul><p>the most common cause of secondary hyperaldosteronism is excessive diuretic therapy but it is also associated with congestive heart failure and renal artery stenosis amongst others</p>","Kidney, Endocrine, Year 1 Revision, Hormones, Progress tests"
"1545827","2015-05-15 07:17:28","1304980","2.9900","242","114","C","5","<p>What does the following ECG show?</p><p>&nbsp;</p><p><img src=""http://ecg.utah.edu/img/tests/ecg_0291_mod.gif"" alt=""Choose the correct diagnosis for this ECG:"" width=""617"" height=""289"" /></p>","<p>1st degree AV block</p>","<p>Mobitz Type I</p>","<p>Mobitz Type II</p>","<p>Intermittent 3rd degree heart block</p>","<p>Wolfe Parkinson White Syndrome</p>","<p>There is a constant PR interval before a dropped beat shown by the absence of the QRS complex.&nbsp;</p>","ECG, Cardiology, Case 13, Case 15, Case 4"
"1545904","2015-05-15 07:52:38","1304980","3.1900","241","110","B","5","<p>The following ECG was taken from a patient who arrived in the ED complaining of palpitations and breathlessness. What would the following ECG suggest?&nbsp;</p><p>&nbsp;</p><p><img style=""width: 800px; height: 447px;"" src=""http://www.learntheheart.com/assets/1/7/MainFCKEditorDimension/AllECG-Tracing14.jpg"" alt=""AllECG-Tracing14"" /></p>","<p>Atrial Fibrillation</p>","<p>Atrial Flutter&nbsp;</p>","<p>1st degree heart block</p>","<p>Torsades de Pointes&nbsp;</p>","<p>Wolfe-Parksinson White&nbsp;</p>","<p>This ECG shows the typical sawtooth appearance of atrial flutter, which is best seen in II, III and aVF.&nbsp;</p>","ECG, Cardiology, Case 13, Case 15, Case 4"
"1545924","2015-05-15 07:57:50","1302520","3.1200","181","81","D","5","<p>The following vertebrae is most likely to be found at which vertebral level?</p><p>&nbsp;</p><p><img style=""-webkit-user-select: none; display: block; margin: auto;"" src=""http://biology.clc.uc.edu/fankhauser/Labs/Anatomy_&amp;_Physiology/A&amp;P201/Skeletal/lumbar_vertebra_PB012140crp.JPG"" alt="""" width=""410"" height=""451"" /></p>","<p>C7</p>","<p>T4</p>","<p>T12</p>","<p>L3</p>","<p>S2</p>","<p>The image shows a lumbar vertebrae as there is a large body with a short spinous process. There is also a relatively large triangular spinous process.</p>","Anatomy, Case 16"
"1546046","2015-05-15 08:49:56","1300173","3.1400","188","88","D","5","<p>Mr Govind is a peculiar man. He enjoys spending his time driving his Ibiza chasing wild ducks. One day he comes across an ECG tracing, which seems to have been abandoned. He picks it up, gives it a sniff and begins to look at it.</p><p><img src=""../images/view.php?file=113164"" alt=""no description"" />&nbsp;what is Govind's diagnosis?&nbsp;</p>","<p>Sinus tachycardia</p>","<p>Atrial fibrillation&nbsp;</p>","<p>Normal ECG&nbsp;</p>","<p>Left- axis deviation&nbsp;</p>","<p>Right-axis deviation</p>","<p>Correct, left axis deviation</p><p>&nbsp;</p><p>More govind stories to come!</p>","Case 13"
"1546099","2015-05-15 09:08:56","1200796","3.1400","184","83","E","5","<p>What vaccines/ boosters are given to a baby at their 3 month visit?</p>","<p>MMR, PCV, 5 in 1</p>","<p>PCV, 5 in 1 Rotavirus</p>","<p>5 in 1, Men C, PCV</p>","<p>PCV, Rotavirus, Men C</p>","<p>5 in 1, Rotavirus, Men C</p>","","Case 9, Public Health, Childhood immunisations"
"1546174","2015-05-15 09:35:01","1303523","2.6300","147","82","B","5","<p>Which cytokine is produced by Stroma cells in the bone marrow and thymus and promotes the growth and maturation of thymocytes?</p>","<p>IL-2</p>","<p>IL-7</p>","<p>IL-12</p>","<p>IFN-alpha</p>","<p>IFN-gamma</p>","<p>The answer is B - IL-7 is produced by Stroma cells in the bone marrow and thymus and promotes maturation of thymocytes.</p>","Cell Signalling, Immunology, Leukocytes"
"1546195","2015-05-15 09:43:29","1303523","3.1000","150","71","D","5","<p>Which of the following, produced mainly by macrophages, induces an inflammatory response, attracts neutrophils and promotes the expression of adhesion molecules on the surface of endothelial cells?</p>","<p>IL-2</p>","<p>IL-10</p>","<p>IL-17</p>","<p>TNF-alpha</p>","<p>IFN-alpha</p>","<p>The answer is D - TNF-alpha is mainly produced by macrophages. It has the following effects:</p><ul><li>Induces an inflammatory response</li><li>Is a potent chemoattractant for neutrophils</li><li>Increases the expression of adhesion molecules on the surface of endothelial cells</li><li>Stimulates phagocytosis in macrophages</li></ul>","Immunology, Cytokines"
"1546225","2015-05-15 09:57:14","1303523","2.8800","141","69","D","5","<p>Which of the following, produced mainly by fibroblasts, promotes the action of NK cells via the process of ADCC (antibody dependent cell-mediated cytotoxicity)?</p>","<p>IL-17</p>","<p>IFN-alpha</p>","<p>TNF-alpha</p>","<p>IFN-beta</p>","<p>IFN-gamma</p>","<p>The answer is D - IFN-beta is produced mainly from fibroblasts and promotes NK cell activity via ADCC.</p><p>IL-17 is produced by T helper cells and induces a pro-inflammatory response.</p><p>IFN-alpha is produced mainly by monocytes/macrophages, not fibroblasts.</p><p>TNF-alpha is mainly produced by macrophages.</p><p>IFN-gamma is produced mainly by T cells and NK cells.</p><p>&nbsp;</p><p>Might be a bit of a harsh question but in the immunology revision session, Dr James Matthews said it'd be good to know about some of the main cytokines like the ones listed above :)</p>","Immunology, Cytokines"
"1547523","2015-05-15 20:23:35","1300173","2.4100","169","81","D","5","<p>Intestinal bacteria can be good for us! Which of the following vitamins are not metabolized by intestinal bacterial enzymes?&nbsp;</p>","<p>Vit B12</p>","<p>Vit B7</p>","<p>Vit K</p>","<p>Vit B1</p>","<p>Vit B9</p>","<p>correct, B1, commonly known as thiamine is not metabolised by intestinal bacteria</p>","Case 11"
"1547633","2015-05-15 21:24:07","1302520","2.9300","187","96","C","5","<p>Herpangina is caused by which virus?</p>","<p>Measles virus</p>","<p>Herpes simplex virus</p>","<p>Coxsackie virus</p>","<p>Marburg virus</p>","<p>Varicella-zoster virus&nbsp;</p>","<p>Question taken from the virology tutorial SBAs in Case 9. Herpangina is a painful mouth infection characterised by lesions and ulcerations in the back of the mouth and a sore throat. It commonly occurs in the summer in young people and children. It is caused most often by a strain of Coxsackie A virus</p>","Case 9, Virology"
"1548095","2015-05-15 23:47:36","c1300165","3.1700","183","86","C","5","<p>Jane is doing her weekly shop in Sainsburys, and is having a relaxing time doing so as she has left her 3 month old daughter at home, with her father. While paying for her groceries, the sound of a baby crying at a nearby checkout causes milk to be secreted from her breasts- the horror! She is very embarrassed and following research on arrival back home, she discovers it was a 'conditioned response'.&nbsp;</p><p>Which hormone is released during this response to cause milk ejection?&nbsp;</p>","<p>Prolactin</p>","<p>hPL</p>","<p>Oxytocin</p>","<p>Oestrogen</p>","<p>Adrenalin</p>","<p>The correct answer is C- Oxytocin.&nbsp;</p><p>&nbsp;</p><p>Oxytocin is the hormone responsible for ejection and letdown of milk. Most commonly, suckling stimulates afferent impulses to the hypothalamus (via the supraoptic and paraventricular nuclei) where they stimulate production and secretion of oxytocin from the posterior pituitary gland.</p><p>Oxytocin then travels through the blood and upon reaching the breast tissue causes the contraction of the myoepithelial cells in the basement membranes of the alveoli which cause ejection of milk, into the lactiferous ducts, to the lactiferous sinus and exit via the nipple.&nbsp;</p><p>The sound of a baby crying in some mothers can cause increased secretion of oxytocin, which results in let down. As they are used to feeding their own at the sound of its cry.&nbsp;</p>","Baby, Breast, Pituitary Gland, Hormones, Case 8"
"1548241","2015-05-16 00:19:26","1300789","2.7200","164","78","B","5","<p>During early neurulation the notochord acts as a signalling centre that signals to the cells of the overlying ectoderm using soluble growth factors. Which of the following is not one of these soluble growth factors?</p>","<p>BMP family proteins</p>","<p>Tfp proteins</p>","<p>Wnt proteins</p>","<p>Shh proteins&nbsp;</p>","<p>TGF-beta proteins</p>","<ul><li>There is no such thing as Tfp proteins.&nbsp;</li><li>Wnt proteins appear to functions as inducers of ectodermally and mesodermally derived tissues and organs.</li><li>Shh induces neural patterning as well as patterning in the somites.</li><li>TGF-beta and BMP proteins regulate cell differentiation.&nbsp;</li></ul>","Embryology, Case 7"
"1548317","2015-05-16 00:43:53","1300789","3.2000","187","91","A","5","<p>Following the creation of the neural tube the notochord degenerates, but persists as which of these structures?</p>","<p>Nucleus pulposus</p>","<p>Intevertebral discs</p>","<p>Nucleus fibrosus</p>","<p>Costal cartilage</p>","<p>Costal facets</p>","","Embryology, Case 7"
"1548328","2015-05-16 00:47:06","1301408","3.0000","166","82","C","5","<p>A diabetic patient attends the retinopathy screening clinic. Upon examination you see the following picture:</p><p><img src=""../images/view.php?file=113326"" alt=""no description"" /></p><p>What grade of diabetic retinopathy does he have?</p>","<p>Nil</p>","<p>Proliferative DR</p>","<p>Mild non-proliferative DR</p>","<p>Severe non-proliferative DR&nbsp;</p>","<p>Tractional detachment&nbsp;</p>","<p>The answer is&nbsp;<strong>mild non-proliferative diabetic retinopathy</strong>. In this picture you can see microaneurysms and haemorrhages (mainly dot and blot).&nbsp;</p><p>&nbsp;</p><ul><li>Background DR - dot and small blot haemorrhages&nbsp;</li><li>Mild non-proliferative DR - hard exudates and microaneurysms&nbsp;</li><li>Severe non-proliferative/ pre-proliferative DR - venous beading, flame haemorrhages, cotton wool spots&nbsp;</li><li>Proliferative DR - growth of new blood vessels which are fragile, leaky and bleed easily&nbsp;</li></ul>","Diabetes, Case 10, Eye"
"1548345","2015-05-16 00:50:12","1304698","3.4600","215","105","B","5","<p>Mary is a 67 year old Type II diabetic with sensory neuropathy. Although you have explained to her the importance of checking her feet for sores each night before she goes to bed, Mary presents to the GP surgery with deep ulcers, shown below.</p><p>&nbsp;</p><p>Which nerve provides cutaneous innervation to the area where Mary's ulcers have developed?</p><p>&nbsp;</p><p><img src=""../images/view.php?file=113327"" alt=""no description"" /></p><p>&nbsp;</p>","<p>Lateral plantar nerve</p>","<p>Medial plantar nerve</p>","<p>Medial calcaneal branches of the tibial nerve</p>","<p>Saphenous nerve</p>","<p>Sural nerve</p>","<p><img src=""../images/view.php?file=113328"" alt=""no description"" /></p>","Diabetes, Case 17, Neuropathy"
"1548358","2015-05-16 00:53:53","1301408","3.3100","210","98","D","5","<p>At the retinopathy screening clinic, a diabetic patient comes in and admits he hasn't come to be screened before because he's been scared of the results. You look in his eye and see the following image:&nbsp;</p><p><img src=""../images/view.php?file=113329"" alt=""no description"" /></p><p>&nbsp;</p><p>What grade of diabetic retinopathy does he have?</p>","<p>Background</p>","<p>Severe non-proliferative</p>","<p>Mild non-proliferative</p>","<p>Proliferative&nbsp;</p>","<p>Tractional detachment&nbsp;</p>","<p>The answer is&nbsp;<strong>proliferative diabetic retinopathy</strong>, as you can see extensive retinal haemorrhages and neovascularisation of the optic disc.&nbsp;</p><p>&nbsp;</p><ul><li>Background DR - dot and small blot haemorrhages</li><li>Mild non-proliferative DR - hard exudates and microaneurysms</li><li>Severe non-proliferative/ pre-proliferative DR - venous beading, flame haemorrhages, cotton wool spots</li><li>Proliferative DR - growth of new blood vessels which are fragile, leaky and bleed easily</li></ul><p>It is not quite at tractional detachment yet, which would look like this:<img src=""../images/view.php?file=113330"" alt=""no description"" /></p>","Diabetes, Case 10, Eye"
"1548375","2015-05-16 00:58:18","1300789","2.8000","177","90","E","5","<p>Baby Brian is born with a problem with his hypothalamus. From which of the secondary brain vesicles does the hypothalamus arise?</p>","<p>Mesencephalon</p>","<p>Prosencephalon</p>","<p>Metencephalon</p>","<p>Telencephalon</p>","<p>Diencephalon</p>","<p>A) The mesencephalon gives rise to the midbrain. The mesencephalon is the only primary brain vesicle that does not 'split' into two secondary brain vesicles and remains as the mesencephalon.</p><p>B) This is true, but is not the correct answer as the primary brain vesicle the hypothalamus arises from is the prosencephalon, not the secondary brain vesicle.</p><p>C) The metencephalon is a secondary brain vesicle which arises from the rhombencephalon, The metencephalon gives rise to the pons and cerebellum.</p><p>D) The telencephalon is a secondary brain vesicle that arises from the prosencephalon, and gives rise to the cerebral cortex and basal ganglia.</p><p>E) The diencephalon is the correct answerm and&nbsp;is a secondary brain vesicle that arises from the prosencephalon. The diencephalon gives rise to the optic cup and stalk, pituitary gland, thalamus, hypothalamus, and pineal body.</p>","Embryology, Case 7"
"1548392","2015-05-16 01:03:19","1301124","3.1800","205","97","E","5","<p>Which of the following best describes a dromotrophic effect on the heart?</p>","<p>Increased strength of contraction</p>","<p>Decreased strength of contraction&nbsp;</p>","<p>Increased heart rate</p>","<p>Decreased heart rate</p>","<p>Quicker conduction at the AV node.&nbsp;</p>","<p>Dromotrophic refers to the rate of conduction at the AV node. A dromotrophic effect will also have inotrophic and chromotrophic effects, but E is the single best answer.&nbsp;</p>","Case 13, Year 1 Revision, Heart"
